ALD;COST IN CLOUD;NU;MT
17.783999383131107;647866.3600000017;23831.688;6.87999999999998
16.860347358120933;162290.2000000031;23919.688;6.87999999999998
17.06204893722161;599630.160000002;23625.688;6.879999999999984
17.9191025867472;301273.39999999746;22898.188;6.879999999999984
18.546984018549008;646190.3600000013;23666.188;6.879999999999984
17.101071968953796;218440.56000000413;23355.688;6.8799999999999875
15.943334626590007;201147.4000000038;23169.688;6.879999999999984
17.742991119276986;632926.5600000016;23749.688;6.879999999999984
17.676417113372217;205001.39999999997;23703.688;6.8799999999999875
17.379641216037914;229561.59464094683;23353.188;6.879999999999984
17.442191361446525;636917.3599999998;23705.188;6.879999999999984
18.3920823398176;188383.79464094405;23563.688;6.879999999999984
